;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);29532;19605;17045;4;67;;1;4120;1756;1671;6806;3759;30;94;25761;
2;в том числе:       руководящие работники – всего;1811;1740;1331;1;22;;;59;8;4;322;62;5;18;1629;
3;из них:             директор;294;293;280;1;15;;;;;;61;11;;3;233;
4;заместители директора;1280;1249;989;;7;;;25;3;2;233;48;4;14;1168;
5;руководитель филиала;7;7;6;;;;;;;;4;;;;7;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);17440;15744;15424;3;45;;1;1673;1600;6;6446;3639;25;76;15447;17304.4
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);13273;12225;12071;2;40;;1;1033;1009;3;5574;2975;21;64;11587;13181
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3993;3315;3297;;2;;;675;670;1;1642;912;4;22;3966;3968
9;русского языка и литературы;1521;1504;1496;;12;;;15;15;;725;310;;6;1489;
10;языка народов России и литературы;5;3;3;;;;;2;2;;1;;;;5;
11;истории, экономики, права, обществознания;817;810;800;;10;;1;6;6;;385;157;2;6;632;
12;информатики;392;386;376;;1;;;6;5;;180;86;1;3;270;
13;физики;317;315;310;2;1;;;2;2;;138;78;;1;232;
14;математики;1175;1159;1147;;1;;;15;15;;464;266;3;3;1082;
15;химии;234;233;230;;3;;;1;1;;136;37;1;2;224;
16;географии;314;312;310;;1;;;1;1;;146;78;1;;279;
17;биологии;330;324;320;;2;;;4;4;;168;57;1;1;316;
18;иностранных языков;1561;1532;1518;;5;;;29;29;;522;421;4;8;1487;
19;из них:                         английского языка;1508;1478;1449;;5;;;29;29;;490;397;3;7;1435;
20;немецкого языка;34;34;34;;;;;;;;13;8;;;33;
21;французского языка;10;10;10;;;;;;;;5;;;;10;
22;китайского языка;;;;;;;;;;;;;;;;
23;физической культуры;1035;943;933;;1;;;91;88;;446;251;1;2;447;
24;труда (технологии);568;496;482;;;;;69;63;1;245;118;2;4;329;
25;музыки и пения;263;211;204;;;;;52;51;;108;54;;3;252;
26;изобразительного искусства, черчения;213;195;191;;;;;17;16;1;81;46;;1;199;
27;основ безопасности и защиты Родины;133;124;121;;;;;9;8;;49;25;;;18;
28;основ духовно-нравственной культуры народов России;5;5;3;;;;;;;;2;1;;;3;
29;прочих предметов;397;358;330;;1;;;39;33;;136;78;1;2;357;
30;учителя-логопеды;422;414;410;;1;;;8;8;;153;70;1;1;420;415.1
31;учителя-дефектологи;242;238;237;;;;;4;4;;58;35;2;3;238;237.6
32;из них:                   олигофренопедагог;51;47;47;;;;;3;3;;17;7;;1;51;50
33;тифлопедагог;3;3;3;;;;;;;;2;;;;3;3
34;сурдопедагог;7;7;7;;;;;;;;4;;;;7;7
35;социальные педагоги;351;323;303;;;;;27;22;1;52;63;;;327;344.5
36;педагоги дополнительного образования;22;14;13;;;;;8;8;;8;2;;;15;26
37;педагоги-психологи;597;591;576;;1;;;6;5;;147;91;;5;578;588
38;воспитатели;1018;712;695;;1;;;306;300;;205;224;;1;989;1005.5
39;мастера производственного обучения;8;6;5;;;;;2;2;;1;5;;;3;8
40;тьюторы;136;90;86;;;;;46;38;;7;4;;;132;133.5
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;43;39;33;;;;;4;4;;5;2;;;38;37.2
42;другие;1328;1092;995;1;2;;;229;200;2;236;168;1;2;1120;1285.3
43;учебно-вспомогательный персонал;2675;1400;210;;;;;741;71;238;22;43;;;2409;
44;иной персонал;7606;721;80;;;;;1647;77;1423;16;15;;;6276;
45;из них:             ассистент (помощник);60;9;4;;;;;23;6;16;;;;;56;54.5
46;сурдопереводчик;1;;;;;;;1;1;;;;;;1;1
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;823;578;528;;;;;218;208;;166;162;;1;819;
