;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);28279;18703;16978;3;36;;15;4044;1201;2083;5761;3085;5;38;23044;
2;в том числе:       руководящие работники – всего;1888;1835;1623;;8;;3;35;10;6;762;208;1;5;1676;
3;из них:             директор;507;502;477;;4;;1;;;;255;47;1;1;421;
4;заместители директора;1349;1283;1083;;3;;1;31;9;5;485;153;;4;1221;
5;руководитель филиала;13;10;8;;;;;2;;;2;2;;;12;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);16884;15454;15065;3;27;;11;1244;1132;14;4982;2861;4;33;14989;9077.3
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);13986;13056;12831;3;25;;10;821;773;10;4607;2480;4;31;12277;7633.5
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;4173;3644;3593;;2;;1;498;485;3;1396;843;1;8;4155;2444.7
9;русского языка и литературы;1766;1740;1718;;6;;1;18;16;;674;281;1;7;1737;
10;языка народов России и литературы;236;227;223;;;;;6;5;;94;42;;1;232;
11;истории, экономики, права, обществознания;830;814;802;1;5;;;10;10;1;286;136;;2;649;
12;информатики;291;282;274;;2;;1;9;8;;88;51;;;164;
13;физики;400;397;384;;3;;1;2;1;;153;53;;2;289;
14;математики;1232;1208;1184;;3;;1;12;12;;398;216;;6;1095;
15;химии;310;304;298;;;;;5;4;;119;42;;;277;
16;географии;445;438;430;;1;;1;6;5;;175;74;;1;372;
17;биологии;428;417;411;;;;;7;4;1;198;54;;;409;
18;иностранных языков;1499;1483;1461;;1;;1;7;7;;344;301;1;2;1414;
19;из них:                         английского языка;1412;1378;1352;;;;;6;6;;299;273;1;2;1330;
20;немецкого языка;61;61;60;;;;;;;;21;11;;;55;
21;французского языка;22;21;20;;;;;1;1;;11;2;;;22;
22;китайского языка;1;1;1;;;;;;;;;;;;1;
23;физической культуры;937;870;860;;;;;62;59;;313;156;1;1;388;
24;труда (технологии);496;438;428;;;;;53;41;4;159;80;;;374;
25;музыки и пения;345;260;256;;;;;76;71;1;97;64;;;296;
26;изобразительного искусства, черчения;171;141;138;;;;;27;25;;48;27;;1;155;
27;основ безопасности и защиты Родины;140;134;122;;1;;;5;5;;30;21;;;19;
28;основ духовно-нравственной культуры народов России;24;22;22;;;;;2;2;;7;3;;;19;
29;прочих предметов;263;237;227;2;1;;3;16;13;;28;36;;;233;
30;учителя-логопеды;208;202;197;;;;;3;3;;52;37;;;207;96.8
31;учителя-дефектологи;98;96;96;;;;;2;2;;17;24;;1;96;59.1
32;из них:                   олигофренопедагог;48;45;45;;;;;2;2;;7;1;;1;47;34.6
33;тифлопедагог;5;5;5;;;;;;;;2;1;;;5;6
34;сурдопедагог;5;5;5;;;;;;;;4;1;;;5;
35;социальные педагоги;134;128;123;;;;;6;5;;19;21;;;129;64.7
36;педагоги дополнительного образования;280;240;202;;;;;34;30;;40;27;;;194;157.9
37;педагоги-психологи;391;382;361;;2;;1;5;2;;72;51;;;375;159.5
38;воспитатели;975;704;653;;;;;240;217;2;95;146;;1;952;429
39;мастера производственного обучения;1;;;;;;;1;1;;;1;;;;9.1
40;тьюторы;84;66;63;;;;;18;16;;2;4;;;82;43.6
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;165;149;145;;;;;13;8;;10;20;;;162;62.9
42;другие;562;431;394;;;;;101;75;2;68;50;;;515;230.2
43;учебно-вспомогательный персонал;1945;755;211;;1;;1;548;45;244;9;13;;;1691;
44;иной персонал;7562;659;79;;;;;2217;14;1819;8;3;;;4688;
45;из них:             ассистент (помощник);8;1;;;;;;4;1;1;;;;;8;3
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;694;443;418;;;;;182;161;;44;58;;;682;
49;из них воспитатели;595;357;338;;;;;167;147;;31;52;;;587;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;32;32;32;;;;;;;;17;7;;;28;
51;из них учителя;32;32;32;;;;;;;;17;;;;28;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;504;437;434;;;;;29;28;;122;90;;;363;
53;из них учителя - всего;220;197;197;;;;;17;16;;63;40;;;153;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;63;51;51;;;;;7;6;;12;14;;;56;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;2051;1750;1727;;;;;94;86;;461;237;;;1463;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;64;55;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;1221;;;;;;;;;;;;;;;
58;из них директор;378;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;12089;;;;;;;;;;;;;;;
60;из них учителя;9565;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);298;;;;;;;;;;;;;;;
62;из них женщин;277;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;19;;;;;;;;;;;;;;;
64;медицинские сестры;279;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;10307;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;8194;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;8003;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;191;;;;;;;;;;;;;;;
