;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);48940.1;47738.55;45936.26;33705;3655;813;954;4168;3948;33192;782
2;в том числе:       руководящие работники – всего;1858.73;1810.38;1774.08;1580;106;9;48;206;191;1454;37
3;из них:             директор;466.75;457.25;456.75;460;27;;17;37;33;453;7
4;заместители директора;1268.03;1228.88;1188.08;1020;73;9;28;155;144;918;25
5;руководитель филиала;108.7;103.4;100.9;83;4;;2;10;10;77;4
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);36618.8;35815.83;34401.46;23026;2690;518;856;2810;2713;22933;513
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);28740.62;28481.57;27400.1;17706;1982;357;640;2132;2085;17553;153
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;7201.22;7165.02;7024.2;5475;499;182;98;566;553;5409;12
9;русского языка и литературы;3533.32;3514.13;3417.63;2102;217;18;88;217;214;2111;15
10;языка народов России и литературы;40.94;40.94;40.94;35;3;;1;4;4;30;
11;истории, экономики, права, обществознания;1727.34;1717.25;1651.36;1077;139;12;60;152;150;1067;6
12;информатики;703.5;697.53;659.85;445;58;8;23;53;53;452;4
13;физики;789.29;775.33;717.49;476;69;3;29;76;75;468;13
