;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);12587;7953;7184;3;59;2;13;2412;897;1144;3692;2931;13;5;10738;
2;в том числе:       руководящие работники – всего;847;792;623;;13;;2;36;7;5;228;99;1;;730;
3;из них:             директор;333;325;305;;6;;1;5;4;1;109;62;;;272;
4;заместители директора;396;371;293;;7;;1;14;;2;107;24;;;343;
5;руководитель филиала;17;15;14;;;;;2;1;;2;5;1;;14;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);7713;6718;6494;3;46;1;11;929;865;2;3454;2826;9;5;6945;11198.6
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);6102;5426;5296;2;40;1;8;641;614;1;2928;2278;8;5;5417;8951.3
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1772;1400;1376;;;;;359;356;;979;562;4;2;1767;2339.8
9;русского языка и литературы;794;774;767;;11;;4;19;18;;375;333;1;;775;
10;языка народов России и литературы;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;436;427;418;;8;;;7;7;;220;157;;;343;
12;информатики;136;134;127;;2;;;2;2;;94;32;;;92;
13;физики;186;182;176;1;3;;1;4;4;;104;49;;;132;
14;математики;602;596;589;1;5;1;3;3;3;;305;212;;1;566;
15;химии;124;124;122;;1;;;;;;65;41;;1;116;
16;географии;195;189;186;;;;;5;4;;103;78;;;173;
17;биологии;230;223;218;;3;;;6;6;;101;105;1;;224;
18;иностранных языков;589;561;551;;3;;;24;20;;98;334;1;1;561;
19;из них:                         английского языка;452;427;410;;1;;;17;14;;71;238;1;1;426;
20;немецкого языка;96;89;87;;1;;;6;5;;18;53;;;94;
21;французского языка;38;35;35;;1;;;1;1;;6;22;;;37;
22;китайского языка;;;;;;;;;;;;;;;;
23;физической культуры;421;323;309;;;;;96;92;1;157;194;1;;231;
24;труда (технологии);216;163;153;;1;;;52;43;;129;53;;;153;
25;музыки и пения;113;77;70;;;;;32;30;;50;48;;;106;
26;изобразительного искусства, черчения;107;97;95;;1;;;9;7;;68;21;;;102;
27;основ безопасности и защиты Родины;128;109;94;;1;;;19;19;;51;47;;;25;
28;основ духовно-нравственной культуры народов России;4;4;4;;;;;;;;1;1;;;3;
29;прочих предметов;49;43;41;;1;;;4;3;;28;11;;;48;
30;учителя-логопеды;164;162;159;;;;;2;2;;83;42;;;164;214
31;учителя-дефектологи;63;60;59;;1;;;3;3;;23;16;;;62;63.5
32;из них:                   олигофренопедагог;7;7;7;;;;;;;;2;1;;;7;6.5
33;тифлопедагог;3;3;3;;;;;;;;1;;;;3;4
34;сурдопедагог;7;7;7;;;;;;;;6;1;;;7;6
35;социальные педагоги;89;81;74;;;;;7;5;;27;36;;;89;79.2
36;педагоги дополнительного образования;78;59;44;;1;;;17;14;1;26;23;;;65;89.6
37;педагоги-психологи;153;150;145;;;;;2;2;;66;37;;;149;177.4
38;воспитатели;560;355;339;;;;;186;168;;165;253;1;;560;529.4
39;мастера производственного обучения;1;1;1;;;;;;;;;1;;;1;1
40;тьюторы;44;34;32;;;;;10;8;;;13;;;43;48.6
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;128;107;102;;;;;19;17;;20;29;;;122;65
42;другие;331;283;243;1;4;;3;42;32;;116;98;;;273;343.7
43;учебно-вспомогательный персонал;618;207;44;;;;;251;11;90;10;1;1;;575;
44;иной персонал;3409;236;23;;;1;;1196;14;1047;;5;2;;2488;
45;из них:             ассистент (помощник);3;1;;;;;;2;1;;;;;;3;2
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;399;236;212;;;;;138;114;;77;189;1;;399;
49;из них воспитатели;361;208;184;;;;;130;104;;62;175;1;;361;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;15;15;15;;;;;;;;10;3;;;13;
51;из них учителя;12;12;12;;;;;;;;7;3;;;10;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;193;175;159;;;;;13;12;;84;60;;;151;
53;из них учителя - всего;131;117;101;;;;;10;9;;57;42;;;97;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;30;21;18;;;;;6;6;;15;4;;;23;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;183;122;113;;;;;11;11;;79;62;;;111;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;24;23;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;512;;;;;;;;;;;;;;;
58;из них директор;270;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;6346;;;;;;;;;;;;;;;
60;из них учителя;4678;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);37;;;;;;;;;;;;;;;
62;из них женщин;34;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;1;;;;;;;;;;;;;;;
64;медицинские сестры;36;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;5047;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;4628;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;4393;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;235;;;;;;;;;;;;;;;
