Таблица;Название таблицы;Название колонки;Название строки;Год;Значение
3.1;;Всего, человек;в том числе: учителя – всего (сумма строк 08-18, 22-27);2021;1066173
3.1;;Всего, человек;в том числе: учителя – всего (сумма строк 08-18, 22-27);2022;1060902
3.1;;Всего, человек;в том числе: учителя – всего (сумма строк 08-18, 22-27);2023;1054714
3.1;;Всего, человек;в том числе: учителя – всего (сумма строк 08-18, 22-27);2024;1060902
