;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
№ строки;Наименование профессии по Перечню профессий рабочих, должностей служащих, по которым осуществляется профессиональное обучение, утвержденному приказом  Минпросвещения России от 14 июля 2023 г. № 534;Код  профессии (при наличии);"Всего  обучено за период с 20.09 прошлого года по 19.09 текущего года (сумма граф 5 – 10; сумма граф 18-20)";В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований федерального бюджета;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований бюджета субъекта Российской Федерации;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований местного бюджета;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств лиц, зачисляе- мых на обуче- ние (родителей (законных пре- дставителей) несовершенно- летних обучающихся);В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств иных физических лиц;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств юридических лиц;Из общей численности обученных (из графы 4) девушки;Из общей численности обученных (из графы 4) прошли ускоренное обучение по индивидуаль-ным учебным планам;Из общей численности обученных (из графы 4) лица с ограни-ченными воз-можностями здоровья;Из общей численности обученных (из графы 4) из них (из графы 13): инвалиды;Из общей численности обученных (из графы 4) из них (из графы 13): дети-инвалиды;Из общей численности обученных (из графы 4) инвалиды  (кроме учтенных в графе 14);Из общей численности обученных (из графы 4) дети-инвалиды (кроме учтенных в графе 15);Из общей численности обученных (из графы 4) обучались (обучаются) очно;Из общей численности обученных (из графы 4) обучались (обучаются) очно-заочно;Из общей численности обученных (из графы 4) обучались (обучаются) заочно
1;Программы профессиональной подготовки по профессиям рабочих, должностям служащих – всего;;830;277;473;28;20;;32;385;73;2;;;;1;779;51;
2;Кладовщик;12759;30;;30;;;;;19;10;;;;;;30;;
3;Маляр;13450;25;25;;;;;;12;;;;;;;25;;
4;Маркировщик;13460;25;;25;;;;;12;;;;;;;25;;
5;Оператор электронно-вычислительных и вычислительных машин;16199;112;;112;;;;;50;16;;;;;;112;;
6;Официант;16399;26;26;;;;;;16;;;;;;;26;;
7;Пекарь;16472;15;15;;;;;;15;;;;;;;15;;
8;Повар;16675;53;25;27;;1;;;30;;;;;;;53;;
9;Слесарь по ремонту автомобилей;18511;67;1;45;21;;;;14;;;;;;;67;;
10;Слесарь по ремонту подвижного состава;18540;16;16;;;;;;;16;2;;;;;;16;
11;Слесарь по ремонту сельскохозяйственных машин и оборудования;18545;22;12;10;;;;;;;;;;;;12;10;
12;Токарь;19149;3;;;;;;3;;;;;;;;3;;
13;Тракторист;19203;43;8;35;;;;;7;;;;;;;43;;
14;Фрезеровщик;19479;5;;5;;;;;;;;;;;;5;;
15;Электромонтажник судовой;19816;47;23;;;;;24;15;;;;;;;47;;
16;Агент банка;20002;25;25;;;;;;;25;;;;;;;25;
17;Администратор;20062;6;;6;;;;;4;;;;;;;6;;
18;Вожатый;20434;104;6;91;7;;;;82;;;;;;1;104;;
19;Делопроизводитель;21299;24;;;;19;;5;21;;;;;;;24;;
20;Медицинский регистратор;24042;25;25;;;;;;;;;;;;;25;;
21;Младшая медицинская сестра по уходу за больными;24232;30;;30;;;;;17;;;;;;;30;;
22;Младшая сестра милосердия;24234;25;15;10;;;;;9;;;;;;;25;;
23;Регистратор;26021;7;;7;;;;;7;;;;;;;7;;
24;Секретарь-машинистка;26353;4;;4;;;;;;;;;;;;4;;
25;Чертежник;27530;30;30;;;;;;14;;;;;;;30;;
26;Рабочий зеленого хозяйства;884873;21;;21;;;;;13;;;;;;;21;;
27;Полицейский;890141;25;25;;;;;;19;;;;;;;25;;
28;Секретарь-администратор;890203;15;;15;;;;;9;6;;;;;;15;;
29;;;;;;;;;;;;;;;;;;;
30;;;;;;;;;;;;;;;;;;;
31;;;;;;;;;;;;;;;;;;;
32;;;;;;;;;;;;;;;;;;;
33;;;;;;;;;;;;;;;;;;;
34;;;;;;;;;;;;;;;;;;;
35;;;;;;;;;;;;;;;;;;;
36;;;;;;;;;;;;;;;;;;;
37;;;;;;;;;;;;;;;;;;;
38;;;;;;;;;;;;;;;;;;;
39;;;;;;;;;;;;;;;;;;;
40;;;;;;;;;;;;;;;;;;;
41;;;;;;;;;;;;;;;;;;;
42;;;;;;;;;;;;;;;;;;;
43;;;;;;;;;;;;;;;;;;;
44;;;;;;;;;;;;;;;;;;;
45;;;;;;;;;;;;;;;;;;;
46;;;;;;;;;;;;;;;;;;;
47;;;;;;;;;;;;;;;;;;;
48;;;;;;;;;;;;;;;;;;;
49;;;;;;;;;;;;;;;;;;;
50;;;;;;;;;;;;;;;;;;;
51;;;;;;;;;;;;;;;;;;;
52;;;;;;;;;;;;;;;;;;;
53;;;;;;;;;;;;;;;;;;;
54;;;;;;;;;;;;;;;;;;;
55;;;;;;;;;;;;;;;;;;;
56;;;;;;;;;;;;;;;;;;;
57;;;;;;;;;;;;;;;;;;;
58;;;;;;;;;;;;;;;;;;;
59;;;;;;;;;;;;;;;;;;;
60;;;;;;;;;;;;;;;;;;;
61;;;;;;;;;;;;;;;;;;;
62;;;;;;;;;;;;;;;;;;;
63;;;;;;;;;;;;;;;;;;;
64;;;;;;;;;;;;;;;;;;;
65;;;;;;;;;;;;;;;;;;;
66;;;;;;;;;;;;;;;;;;;
67;;;;;;;;;;;;;;;;;;;
68;;;;;;;;;;;;;;;;;;;
69;;;;;;;;;;;;;;;;;;;
70;;;;;;;;;;;;;;;;;;;
71;;;;;;;;;;;;;;;;;;;
72;;;;;;;;;;;;;;;;;;;
73;;;;;;;;;;;;;;;;;;;
74;;;;;;;;;;;;;;;;;;;
75;;;;;;;;;;;;;;;;;;;
76;;;;;;;;;;;;;;;;;;;
77;;;;;;;;;;;;;;;;;;;
78;;;;;;;;;;;;;;;;;;;
79;;;;;;;;;;;;;;;;;;;
80;;;;;;;;;;;;;;;;;;;
81;;;;;;;;;;;;;;;;;;;
82;;;;;;;;;;;;;;;;;;;
83;;;;;;;;;;;;;;;;;;;
84;;;;;;;;;;;;;;;;;;;
85;;;;;;;;;;;;;;;;;;;
86;;;;;;;;;;;;;;;;;;;
87;;;;;;;;;;;;;;;;;;;
88;;;;;;;;;;;;;;;;;;;
89;;;;;;;;;;;;;;;;;;;
90;;;;;;;;;;;;;;;;;;;
91;;;;;;;;;;;;;;;;;;;
92;;;;;;;;;;;;;;;;;;;
93;;;;;;;;;;;;;;;;;;;
94;;;;;;;;;;;;;;;;;;;
95;;;;;;;;;;;;;;;;;;;
96;;;;;;;;;;;;;;;;;;;
