;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);131975.23;126382.85;117120.67;78456;14670;2966;7474;10235;9611;82891;2536
2;в том числе:       руководящие работники – всего;6556.65;6281.35;5842.24;4058;532;13;369;459;433;4149;118
3;из них:             директор;883;863.5;844;864;57;;41;75;69;862;6
4;заместители директора;5608.9;5242.85;4729.29;3106;446;12;304;359;335;3268;100
5;руководитель филиала;15.25;15.25;15.25;20;3;1;2;3;3;14;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);94088.95;90526.29;84174.88;56983;10249;1208;6579;7287;6852;59969;1473
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);78317.95;75853.3;70940.56;49366;8240;1022;5322;5983;5639;51551;825
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;21654.96;21142.02;20111.12;15729;2413;631;1231;1558;1438;16546;130
9;русского языка и литературы;9051.3;8750.81;8183.13;5527;1014;49;733;659;624;5889;84
10;языка народов России и литературы;32.65;32.65;32.65;17;2;;2;;;17;17
11;истории, экономики, права, обществознания;4577.33;4455.95;4152.56;2949;549;24;392;380;358;3108;26
12;информатики;2001.65;1937.8;1793.78;1314;251;24;161;203;193;1352;30
13;физики;2012.15;1940.16;1799.36;1270;219;8;159;185;178;1312;41
14;математики;7709.71;7450.14;6916.02;4356;834;23;592;533;505;4689;101
15;химии;1311.87;1279.24;1186.84;913;159;6;110;102;96;974;13
16;географии;1994.25;1932.04;1793.28;1253;172;7;127;142;136;1285;23
17;биологии;1962.58;1910.87;1781.77;1251;216;10;159;140;127;1337;16
18;иностранных языков;9382.55;9154.02;8575.52;6433;1056;52;800;893;840;6578;93
19;из них:                         английского языка;8860.91;8537.53;7920.64;5893;973;45;735;689;638;6233;85
20;немецкого языка;201.77;200.2;183.86;244;13;;8;75;71;172;
21;французского языка;144.79;142.28;134.99;184;9;1;6;47;45;134;2
22;китайского языка;13.92;13.92;12.14;8;4;1;2;4;4;11;
23;физической культуры;5204.24;5090.87;4751.11;3623;521;97;293;465;447;3672;44
24;труда (технологии);3184.88;3051.52;2843.97;1907;283;25;195;230;222;1963;43
25;музыки и пения;1580.66;1535.44;1423.21;1007;152;17;95;141;135;1006;23
26;изобразительного искусства, черчения;1120.76;1094.59;1018.35;794;118;23;72;108;104;786;12
27;основ безопасности и защиты Родины;805.05;769.99;709.17;465;95;6;71;84;78;479;17
28;основ духовно-нравственной культуры народов России;248.34;241.5;209.28;34;22;2;13;2;2;60;9
29;прочих предметов;4483.02;4083.69;3659.44;524;164;18;117;158;156;498;103
30;учителя-логопеды;1888.9;1790.77;1694.84;1135;471;14;325;116;114;1547;61
31;учителя-дефектологи;1275.27;1214.07;1089.37;761;184;5;129;55;55;925;47
32;из них:                      олигофренопедагог;603.94;579.24;530.87;369;46;3;20;25;25;447;13
33;тифлопедагог;16.5;15.5;13;11;4;1;3;1;1;21;1
34;сурдопедагог;31.95;30.95;30.45;27;1;;1;;;27;
35;социальные педагоги;1101.96;1039.06;955.06;652;107;3;75;92;88;659;47
36;педагоги дополнительного образования;2129.91;1939.87;1691.84;557;123;13;86;112;108;550;120
37;педагоги-психологи;1812.91;1671.96;1548.93;1131;306;3;221;185;176;1275;88
38;воспитатели;3895.69;3600.86;3259.28;1929;329;89;149;457;404;1809;153
39;мастера производственного обучения;30.5;26.75;24;26;2;;2;4;4;18;2
40;тьюторы;521.18;454.1;401.1;202;87;14;58;46;45;241;48
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;418;384.5;330.55;91;72;8;47;6;6;173;6
42;другие;2696.68;2551.05;2239.35;1133;328;37;165;231;213;1221;76
43;учебно-вспомогательный персонал;5814.48;5473.03;5011.09;3098;592;146;258;509;463;3122;159
44;иной персонал;25515.15;24102.18;22092.46;14317;3297;1599;268;1980;1863;15651;786
45;из них:             ассистент (помощник);89.5;85;78;138;14;7;3;8;8;145;2
46;сурдопереводчик;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;742.35;717.29;700.14;524;168;1;100;115;107;531;7
49;из них воспитатели;176.64;172.51;172.51;242;4;;3;87;79;105;4
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;22.19;18.8;18.8;14;;;;;;18;
51;из них учителя;22.19;18.8;18.8;14;;;;;;18;
;;;;;;;;;;;;
