;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
№ строки;Наименование профессии по Перечню профессий рабочих, должностей служащих, по которым осуществляется профессиональное обучение, утвержденному приказом  Минпросвещения России от 14 июля 2023 г. № 534;Код  профессии (при наличии);"Всего  обучено за период с 20.09 прошлого года по 19.09 текущего года (сумма граф 5 – 10; сумма граф 18-20)";В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований федерального бюджета;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований бюджета субъекта Российской Федерации;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований местного бюджета;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств лиц, зачисляе- мых на обуче- ние (родителей (законных пре- дставителей) несовершенно- летних обучающихся);В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств иных физических лиц;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств юридических лиц;Из общей численности обученных (из графы 4) девушки;Из общей численности обученных (из графы 4) прошли ускоренное обучение по индивидуаль-ным учебным планам;Из общей численности обученных (из графы 4) лица с ограни-ченными воз-можностями здоровья;Из общей численности обученных (из графы 4) из них (из графы 13): инвалиды;Из общей численности обученных (из графы 4) из них (из графы 13): дети-инвалиды;Из общей численности обученных (из графы 4) инвалиды  (кроме учтенных в графе 14);Из общей численности обученных (из графы 4) дети-инвалиды (кроме учтенных в графе 15);Из общей численности обученных (из графы 4) обучались (обучаются) очно;Из общей численности обученных (из графы 4) обучались (обучаются) очно-заочно;Из общей численности обученных (из графы 4) обучались (обучаются) заочно
1;Программы профессиональной подготовки по профессиям рабочих, должностям служащих – всего;;333;50;220;32;17;14;;123;;2;;1;;1;305;28;
2;Водитель автомобиля;11442;142;;88;23;17;14;;58;;1;;1;;;142;;
3;Кондитер;12901;1;;1;;;;;1;;;;;;;1;;
4;Контролер пищевой продукции;13011;1;;1;;;;;1;;;;;;;1;;
5;Лаборант химического анализа;13321;8;3;5;;;;;7;;;;;;;3;5;
6;Оператор электронно-вычислительных и вычислительных машин;16199;47;8;39;;;;;10;;1;;;;;33;14;
7;Парикмахер;16437;13;12;1;;;;;12;;;;;;;13;;
8;Пекарь;16472;13;;13;;;;;1;;;;;;1;13;;
9;Повар;16675;11;5;3;3;;;;4;;;;;;;11;;
10;Помощник воспитателя;16844;2;;2;;;;;2;;;;;;;2;;
11;Слесарь по ремонту автомобилей;18511;3;;3;;;;;;;;;;;;3;;
12;Слесарь по ремонту сельскохозяйственных машин и оборудования;18545;2;2;;;;;;;;;;;;;2;;
13;Слесарь-ремонтник;18559;12;12;;;;;;;;;;;;;12;;
14;Слесарь-сантехник;18560;3;3;;;;;;;;;;;;;3;;
15;Собаковод;18621;2;;;2;;;;2;;;;;;;2;;
16;Тракторист;19203;5;;5;;;;;;;;;;;;5;;
17;Тракторист-машинист сельскохозяйственного производства;19205;5;;5;;;;;;;;;;;;5;;
18;Швея;19601;4;;4;;;;;4;;;;;;;4;;
19;Электромонтер по обслуживанию электроустановок;19850;1;1;;;;;;;;;;;;;1;;
20;Электромонтер по ремонту и обслуживанию электрооборудования;19861;15;;15;;;;;1;;;;;;;9;6;
21;Агент;20001;4;;4;;;;;1;;;;;;;4;;
22;Агент банка;20002;10;;10;;;;;2;;;;;;;10;;
23;Агент по организации обслуживания пассажирских авиаперевозок;20019;1;;1;;;;;1;;;;;;;1;;
24;Архивариус;20190;2;;2;;;;;2;;;;;;;;2;
25;Младшая медицинская сестра по уходу за больными;24232;2;;2;;;;;2;;;;;;;2;;
26;Чертежник;27530;1;;1;;;;;1;;;;;;;;1;
27;Чертежник-конструктор;27534;9;;9;;;;;;;;;;;;9;;
28;Экспедитор по перевозке грузов;27772;1;;1;;;;;;;;;;;;1;;
29;Оператор станка с ЧПУ по деревянным деталям и конструкциям;777146;2;;;2;;;;;;;;;;;2;;
30;Секретарь-администратор;890203;11;4;5;2;;;;11;;;;;;;11;;
