;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);12525;9207;8503;3;94;1;6;2040;850;718;945;2652;6;23;10688;
2;в том числе:       руководящие работники – всего;676;654;579;1;16;1;1;16;3;5;19;22;;1;545;
3;из них:             директор;114;114;108;1;5;1;1;;;;7;1;;;82;
4;заместители директора;467;446;379;;11;;;14;1;5;11;8;;1;386;
5;руководитель филиала;92;91;86;;;;;1;1;;1;12;;;75;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);9066;8014;7820;2;78;;5;913;825;9;926;2629;6;22;8089;5457.8
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);7048;6358;6273;2;65;;4;593;562;5;835;2294;6;18;6275;4333
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2140;1791;1786;;2;;;311;310;;187;734;1;6;2133;1276.2
9;русского языка и литературы;913;880;878;1;19;;2;13;12;2;142;294;1;2;888;
10;языка народов России и литературы;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;516;499;493;1;14;;;4;4;;86;143;1;2;388;
12;информатики;156;144;131;;;;;9;5;;33;42;;1;105;
13;физики;208;208;203;;5;;;;;;30;70;;;153;
14;математики;713;705;700;;3;;;5;4;;81;242;1;;682;
15;химии;188;187;182;;3;;;;;;29;66;;;175;
16;географии;237;235;232;;;;1;2;2;;29;87;;;214;
17;биологии;248;246;245;;;;;1;;;42;78;;1;232;
18;иностранных языков;748;723;719;;14;;;15;14;1;70;229;1;1;719;
19;из них:                         английского языка;655;634;618;;11;;;11;10;1;59;198;1;1;627;
20;немецкого языка;81;77;77;;2;;;4;4;;9;25;;;81;
21;французского языка;10;10;10;;;;;;;;1;2;;;9;
22;китайского языка;;;;;;;;;;;;;;;;
23;физической культуры;498;393;390;;1;;;101;96;;60;165;;5;214;
24;труда (технологии);212;153;134;;3;;;56;44;2;18;63;;;152;
25;музыки и пения;102;72;68;;;;;29;27;;11;27;1;;97;
26;изобразительного искусства, черчения;80;51;48;;;;;29;28;;10;24;;;77;
27;основ безопасности и защиты Родины;66;56;50;;1;;1;10;8;;7;25;;;26;
28;основ духовно-нравственной культуры народов России;;;;;;;;;;;;;;;;
29;прочих предметов;23;15;14;;;;;8;8;;;5;;;20;
30;учителя-логопеды;133;130;121;;;;;2;1;;9;30;;;133;76.5
31;учителя-дефектологи;78;76;71;;;;;2;2;;7;12;;;76;39
32;из них:                   олигофренопедагог;13;13;13;;;;;;;;3;4;;;13;13
33;тифлопедагог;1;1;1;;;;;;;;;1;;;1;
34;сурдопедагог;4;4;4;;;;;;;;1;1;;;4;4
35;социальные педагоги;174;153;149;;;;;19;16;1;12;28;;;165;81
36;педагоги дополнительного образования;236;174;152;;5;;1;51;38;;13;32;;1;165;122.7
37;педагоги-психологи;197;192;183;;1;;;3;1;;12;46;;1;194;88.7
38;воспитатели;540;376;352;;1;;;154;137;1;14;117;;2;508;308.5
39;мастера производственного обучения;3;;;;;;;3;2;;;;;;2;3
40;тьюторы;46;39;36;;;;;7;6;;;2;;;43;29
41;советники директора по воспитанию и взаимодействию             с детскими общественными объединениям;71;61;55;;;;;7;7;;1;3;;;65;28.5
42;другие;540;455;428;;6;;;72;53;2;23;65;;;463;250.8
43;учебно-вспомогательный персонал;729;348;77;;;;;229;11;71;;;;;623;
44;иной персонал;2054;191;27;;;;;882;11;633;;1;;;1431;
45;из них:             ассистент (помощник);;;;;;;;;;;;;;;;
46;сурдопереводчик;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (строка 06):             персонал, работающий в подразделениях (группах)             дошкольного образования;223;126;121;;;;;80;74;;9;30;;;221;
49;из них воспитатели;176;94;89;;;;;62;56;;4;24;;;176;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;12;12;12;;;;;;;;3;4;;;11;
51;из них учителя;10;10;10;;;;;;;;2;3;;;9;
52;персонал, работающий в отдельных классах для             обучающихся с ограниченными возможностями здоровья;271;225;212;;1;;;35;31;;27;50;;;154;
53;из них учителя - всего;137;123;119;;;;;12;11;;17;20;;;63;
54;из них учителя, осуществляющие деятельность по                    реализации программ начального общего образования;42;30;27;;;;;3;3;;4;4;;;17;
55;персонал, получающий надбавки за работу с лицами с             ограниченными возможностями здоровья, находящимися             на совместном обучении;670;576;558;;;;;41;36;;59;163;1;1;476;
56;Из общей численности учителей-дефектологов (строка 31 графа 3) - учителя, имеющие специальное дефектологическое образование;34;28;;;;;;;;;;;;;;
57;Справочно. Код по ОКЕИ: человек – 792  Численность руководителей (из стр. 02, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;511;;;;;;;;;;;;;;;
58;из них директор;92;;;;;;;;;;;;;;;
59;Численность педагогических работников (из стр. 06, гр. 03), прошедших в течение последних трех лет повышение квалификации и (или) профессиональную переподготовку;7123;;;;;;;;;;;;;;;
60;из них учителя;4771;;;;;;;;;;;;;;;
61;Кроме того (кроме стр. 01, гр. 03), численность медицинских работников (сумма строк 63, 64);42;;;;;;;;;;;;;;;
62;из них женщин;41;;;;;;;;;;;;;;;
63;в том числе:          врачи всех специальностей;6;;;;;;;;;;;;;;;
64;медицинские сестры;36;;;;;;;;;;;;;;;
65;Из строки 07 графы 3 численность учителей, использующих в учебном процессе персональные компьютеры;6311;;;;;;;;;;;;;;;
66;Из строки 06 графы 3 численность педагогических работников, осуществляющих классное руководство;5141;;;;;;;;;;;;;;;
67;в том числе:       осуществляющих классное руководство в одном классе;4907;;;;;;;;;;;;;;;
68;осуществляющих классное руководство в двух и более класса;234;;;;;;;;;;;;;;;
