;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);17795;9750;8882;1;59;1;2;6009;3091;1043;2519;1382;52;6;15304;
2;в том числе:       руководящие работники – всего;943;918;829;1;19;1;2;25;5;;85;28;3;1;822;
3;из них:             директор;267;267;253;1;12;1;1;;;;25;4;;;201;
4;заместители директора;598;592;544;;6;;1;6;4;;52;22;3;1;552;
5;руководитель филиала;1;1;1;;;;;;;;1;;;;1;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);10723;7913;7794;;40;;;2801;2732;5;2433;1354;41;5;9876;7317.5
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);7085;5856;5807;;35;;;1226;1205;1;2092;902;38;5;6403;4896.4
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2086;1244;1241;;1;;;841;837;;522;305;7;2;2083;1521.6
9;русского языка и литературы;806;798;797;;6;;;8;8;;250;90;3;;797;
10;языка народов России и литературы;636;571;571;;4;;;65;65;;292;71;7;;633;
11;истории, экономики, права, обществознания;425;415;413;;5;;;10;9;;136;55;2;1;361;
12;информатики;158;146;141;;;;;12;10;;41;25;2;;117;
13;физики;213;213;211;;1;;;;;;60;23;1;2;164;
14;математики;625;617;611;;3;;;7;7;;221;54;3;;573;
