;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Программы начального общего образования (1–4 классы);Программы основного общего образования (5–9 классы);Программы среднего общего образования (10–11(12) классы)
1;Численность обучающихся, углубленно изучающих предметы (не менее одного);265175;902296;304932
2;В том числе по профилям обучения:       гуманитарный – всего;199409;473168;95779
3;из них с изучением языков:             английского;154424;317973;64131
4;французского;7938;22643;4533
5;немецкого;10645;34093;5619
6;других европейских;2857;6274;1312
7;восточных;2182;6913;1372
8;естественнонаучный;5803;77207;43317
9;социально-экономический;488;21569;38803
10;технологический;1319;25899;25877
11;технический;812;14751;7774
12;сельскохозяйственный;297;3827;1359
13;математический;22604;176381;37619
14;другие;25787;110752;65732
