;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма гр.4,6,8,10,12,14,16,18,20,22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 45–49 всего;Число полных лет  по состоянию на 1 января 20_ года 45–49 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 50–54 всего;Число полных лет  по состоянию на 1 января 20_ года 50–54 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 55–59 всего;Число полных лет  по состоянию на 1 января 20_ года 55–59 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 60–64 всего;Число полных лет  по состоянию на 1 января 20_ года 60–64 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 65 и более всего;Число полных лет  по состоянию на 1 января 20_ года 65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 40, 41);2130446;93017;76869;145539;116768;191529;160391;217329;188588;272495;240709;319847;282062;303528;258563;286906;233224;181352;141770;118904;90919
2;в том числе:       руководящие работники – всего;146421;617;411;3912;2653;9391;7200;14761;12367;23444;20720;30525;27194;25302;22162;21741;18179;11307;9102;5421;4156
3;из них:             директор;39599;38;23;478;187;1371;713;2703;1759;5242;4053;8603;6985;7905;6410;7245;5465;3989;2879;2025;1430
4;заместители директора;96010;512;338;3144;2223;7104;5646;10492;9140;16388;14941;20183;18552;15696;14143;12993;11306;6505;5485;2993;2362
5;руководитель филиала;1963;10;7;46;31;97;70;197;166;280;244;395;344;396;343;329;272;149;109;64;49
6;педагогические работники - всего (сумма строк 07, 28,29, 33-39);1311927;75599;64744;108932;89250;124725;107413;132329;118937;166527;153408;203556;188622;181989;165811;161568;143836;95076;82695;61626;51765
7;в том числе:             учителя–всего (сумма строк 08-18, 22-27);1067151;60189;51022;86735;69472;95356;80360;100887;89367;132840;121555;169930;157074;153722;139752;136732;121383;80284;69628;50476;42348
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;311663;22446;22091;19625;19339;22132;21931;28001;27815;44479;44283;66805;66571;50857;50672;34764;34611;15025;14921;7529;7436
9;русского языка и литературы;124724;4399;4224;7951;7629;9187;8872;10389;10138;16092;15851;19891;19652;18627;18379;17989;17704;12030;11807;8169;7946
10;языка народов России и литературы;16484;421;392;950;883;1469;1377;2119;2031;3176;3080;2733;2648;2272;2215;1815;1747;933;867;596;487
11;истории, экономики, права, обществознания;65860;3872;2761;7144;4886;6624;4916;6668;5435;8094;6895;9453;8180;8702;7404;7882;6605;4754;3978;2667;2101
12;информатики и ИКТ;28824;1986;1287;4356;2707;4743;3243;4065;2986;3923;3143;3744;3051;2432;1905;1978;1473;1045;768;552;388
13;физики;32346;1214;834;1955;1248;1975;1317;2222;1676;3019;2409;4347;3584;5324;4489;5528;4320;3809;2828;2953;2045
14;математики;98194;3834;3324;6158;5213;7049;6292;7606;7069;9690;9216;13547;13010;15925;15402;16904;16186;10684;10081;6797;6246
15;химии;24549;846;741;1355;1179;1617;1432;1832;1662;2467;2295;3645;3463;3763;3603;4110;3900;2756;2594;2158;1974
16;географии;31326;1047;832;2012;1519;2294;1873;2679;2353;4169;3813;5345;4917;4555;4167;4542;4064;2825;2516;1858;1627
17;биологии;31995;1283;1159;2125;1883;2362;2129;2905;2704;3823;3609;4835;4619;4893;4704;4861;4630;3046;2893;1862;1734
18;иностранных языков;116038;8140;7614;15875;14812;18836;18057;15747;15222;12095;11762;9680;9407;10444;10147;11779;11420;8113;7875;5329;5136
19;из них:                         английского языка;100270;7499;7001;14621;13639;17415;16673;14321;13833;10620;10313;8079;7837;8300;8053;9175;8865;6243;6057;3997;3845
20;немецкого языка;11996;434;408;902;840;1060;1017;1124;1084;1173;1145;1236;1213;1631;1594;1969;1923;1429;1388;1038;1001
21;французского языка;3037;135;128;248;231;243;232;208;206;224;220;307;299;446;434;567;552;396;387;263;257
22;физической культуры;78149;6727;2724;10862;3860;9451;3603;7938;3688;8636;4757;9756;5417;9354;4626;7911;3311;4604;1746;2910;988
23;трудового обучения (технологии);44025;838;516;1902;993;2558;1454;3365;2267;5252;3802;6729;4735;7081;4626;7908;4792;5149;2884;3243;1619
24;музыки и пения;20586;1107;999;1294;1138;1316;1172;1623;1504;2820;2687;3377;3218;3358;3164;3008;2751;1758;1525;925;750
25;изобразительного искусства, черчения;16171;828;759;1129;1027;1298;1172;1416;1326;2188;2069;2624;2505;2591;2416;2262;2072;1170;1030;665;576
26;основ безопасности жизнедеятельности;12584;446;148;912;217;941;239;918;280;1315;450;1724;540;2056;479;1950;410;1375;220;947;109
27;прочих предметов;13633;755;617;1130;939;1504;1281;1394;1211;1602;1434;1695;1557;1488;1354;1541;1387;1208;1095;1316;1186
28;учителя-логопеды;14317;765;756;1208;1201;1752;1737;2234;2222;2548;2545;2351;2348;1317;1314;1038;1032;623;620;481;476
29;учителя-дефектологи;4027;352;346;433;424;480;470;522;516;564;558;605;600;377;369;299;294;207;206;188;181
30;из них:                      олигофренопедагог;961;79;78;129;124;118;117;109;107;139;136;156;152;98;91;60;57;38;37;35;33
31;тифлопедагог;202;10;10;18;14;20;18;25;25;21;21;38;38;22;22;17;16;21;21;10;10
32;сурдопедагог;439;16;16;31;31;28;28;31;31;49;49;60;60;52;52;63;63;48;48;61;61
33;социальные педагоги;18193;927;851;1797;1665;2477;2350;2470;2365;2416;2342;2174;2085;1916;1854;1826;1761;1257;1189;933;874
34;педагоги дополнительного образования;22864;2101;1491;2402;1668;2396;1732;2225;1700;2359;1852;2365;1847;2346;1774;2441;1789;1957;1375;2272;1458
35;педагоги-психологи;24963;2094;1962;3446;3239;4335;4152;3960;3843;3740;3630;3008;2921;1881;1821;1413;1346;720;690;366;336
36;воспитатели;112408;5334;5063;8050;7614;12689;12260;14956;14574;16402;15964;17192;16667;14833;14302;12383;11835;6409;6116;4160;3968
37;мастера производственного обучения;1105;13;7;58;18;88;32;76;23;88;30;147;36;168;43;223;48;151;42;93;25
38;тьюторы;3089;526;460;411;348;336;292;367;339;319;300;300;277;252;230;250;220;165;153;163;149
39;другие;43810;3298;2786;4392;3601;4816;4028;4632;3988;5251;4632;5484;4767;5177;4352;4963;4128;3303;2676;2494;1950
40;учебно-вспомогательный персонал;140637;5858;4554;11012;9103;17436;15142;18598;16801;18815;17192;17129;15554;17434;15689;17302;15432;10567;9222;6486;5603
41;иной персонал;531461;10943;7160;21683;15762;39977;30636;51641;40483;63709;49389;68637;50692;78803;54901;86295;55777;64402;40751;45371;29395
42;из них:             ассистент (помощник);505;32;22;50;38;58;48;56;50;70;60;70;56;60;44;41;36;39;32;29;25
43;сурдопереводчик;10;;;1;1;1;1;1;1;;;2;2;;;1;1;2;2;2;2
44;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
45;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;44891;1907;1864;3569;3525;5942;5889;6584;6544;6640;6578;7243;7207;6103;6063;4360;4329;1823;1788;720;700
46;из них воспитатели;38545;1603;1583;3075;3048;5222;5186;5688;5670;5680;5643;6254;6230;5325;5308;3714;3705;1441;1428;543;537
47;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;5659;132;99;317;240;422;332;439;364;668;566;737;631;801;698;837;717;667;567;639;523
48;из них учителя;5245;124;93;286;213;378;293;399;331;612;517;676;574;749;649;787;672;629;533;605;492
;;;;;;;;;;;;;;;;;;;;;;
;;Данные гр. 3 по стр. 01–48 равны данным гр.3 подраздела 3.1 по соответствующим строкам 01-48.;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответ-ственное за предоставление статистической информа-ции (лицо, уполномоченное предоставлять статистичес-кую информацию от имени;Должностное лицо, ответ-ственное за предоставление статистической информа-ции (лицо, уполномоченное предоставлять статистичес-кую информацию от имени;;;;;;;;;;;;;;;;;;;
;;юридического лица);юридического лица);;;;;;;;;;;;;;;;;;;
;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;(номер контактного телефона);(номер контактного телефона);(номер контактного телефона);;(дата составления документа);(дата составления документа);(дата составления документа);;;;;;;;;;;;
