;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;Всего, человек;Из них (из графы 3) имеют образование: Высшее;Из них (из графы 3) имеют образование: из них (графы 4) педагогическое;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень доктора наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученую степень кандидата наук;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание профессора;Из них (из графы 3) имеют образование: Из графы 4 имеют ученое звание доцента;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки специалистов среднего звена;Из них (из графы 3) имеют образование: из них  (графы 10) педагогическое;Из них (из графы 3) имеют образование: среднее про- фессиональное образование по программам подготовки квалифициро-ванных рабочих служащих;Из графы 3 имеют квалификационные категории высшую;Из графы 3 имеют квалификационные категории первую;Из графы 3 имеют квалификационные категории педагог-методист;Из графы 3 имеют квалификационные категории педагог-наставник;Из графы 3 женщины;Численность работников в пересчете на полную занятость, единиц
1;Численность работников – всего (сумма строк 02, 06, 43, 44);28363;19535;17535;3;76;1;10;6052;3274;1009;11699;4253;46;98;24699;
2;в том числе:       руководящие работники – всего;2546;2331;1868;2;34;;4;183;45;15;556;105;5;18;2218;
3;из них:             директор;632;623;591;1;23;;3;3;2;1;177;26;;;531;
4;заместители директора;1751;1594;1218;;10;;1;130;40;12;351;73;5;18;1529;
5;руководитель филиала;6;6;3;;;;;;;;1;;;;6;
6;педагогические работники – всего (сумма строк 07, 30, 31, 35-42);19779;16267;15494;1;41;1;6;3288;3086;20;11132;4135;41;80;18250;19298.9
7;в том числе:             учителя – всего (сумма строк 08-18, 23-29);17318;14538;13978;1;36;1;3;2612;2486;12;10130;3599;38;79;15915;16813.2
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;5421;3873;3793;;;;;1511;1482;1;3194;1206;11;45;5407;5452.1
9;русского языка и литературы;1974;1875;1839;1;8;1;1;88;87;;1267;369;6;3;1955;
10;языка народов России и литературы;2;1;1;;;;;1;;;1;;;;2;
11;истории, экономики, права, обществознания;1092;1041;1001;;9;;2;35;32;2;632;225;1;2;901;
12;информатики;515;465;436;;;;;49;39;;319;99;1;;409;
13;физики;471;456;432;;1;;;11;8;;268;102;3;;400;
14;математики;1551;1493;1428;;2;;;47;41;1;898;338;7;7;1485;
15;химии;338;328;307;;5;;;8;8;;230;42;;;322;
16;географии;508;490;463;;1;;;12;11;;328;87;1;3;462;
17;биологии;558;551;528;;1;;;6;6;1;345;105;1;2;524;
18;иностранных языков;1672;1584;1533;;4;;;69;67;;866;431;4;6;1602;
19;из них:                         английского языка;1569;1487;1432;;4;;;62;60;;793;400;4;6;1501;
20;немецкого языка;79;73;72;;;;;6;6;;48;19;;;77;
21;французского языка;22;22;22;;;;;;;;19;2;;;22;
22;китайского языка;1;1;1;;;;;;;;;1;;;1;
23;физической культуры;1276;938;905;;1;;;320;310;;747;230;1;4;812;
24;труда (технологии);785;593;537;;1;;;180;147;5;440;165;1;1;575;
25;музыки и пения;322;214;189;;1;;;105;95;;171;59;1;1;314;
