;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;Число ставок   по штату, единиц;Фактически занято, единиц всего;Фактически занято, единиц работниками списочного состава;Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек;Принято работников, человек всего;Принято работников, человек из них выпускники: со средним про-фессиональным образованием по программам подготовки специалистов среднего звена;Принято работников, человек из них выпускники: с высшим образованием;Выбыло работников, человек всего;Выбыло работников, человек из них по собственному желанию;Численность работников на начало отчет- ного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек;Число вакантных должностей, единиц
1;Численность работников – всего (сумма строк 02, 06, 43,44);10995.67;10485.59;10014.8;7093;1137;276;364;1284;1176;6946;446
2;в том числе:       руководящие работники – всего;510.3;494.05;486.6;448;41;4;26;48;47;447;18
3;из них:             директор;119;115;115;109;7;;6;7;6;114;3
4;заместители директора;370.7;358.65;350.05;326;29;2;19;39;38;323;9
5;руководитель филиала;9;6.25;6;3;;;;;;3;2
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);6149.08;5902.23;5660.89;3632;533;112;310;588;540;3583;278
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);4028.02;3947.41;3818.97;2523;324;54;208;356;337;2498;108
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1004.9;998.7;989.93;816;94;34;42;94;88;821;12
9;русского языка и литературы;486.98;472.19;463.35;295;43;1;34;42;39;295;19
10;языка народов России и литературы;7.46;7.46;6.16;5;2;1;1;;;7;
11;истории, экономики, права, обществознания;253.39;250.79;244.74;166;27;1;22;28;27;167;7
12;информатики;93.28;90.9;83.34;65;5;;4;11;10;56;6
13;физики;119.33;113.33;103.59;68;12;;11;12;12;66;10
14;математики;401.98;391.24;379.33;225;33;1;22;39;37;218;20
15;химии;78.45;76.33;67.32;50;9;1;4;1;1;55;4
16;географии;113.61;111.61;108.16;75;12;;10;11;11;78;1
17;биологии;110.38;107.88;102.79;71;7;;7;14;12;66;5
18;иностранных языков;400.19;392.21;385.12;281;33;1;25;38;37;274;6
19;из них:                         английского языка;384.24;375.26;368.34;261;33;1;24;36;35;264;5
20;немецкого языка;2.75;2.75;2.38;2;;;;;;2;
21;французского языка;;;;1;;;;;;1;
22;китайского языка;0.03;0.03;0.03;;;;;;;;
23;физической культуры;231.6;230.26;222.43;181;20;9;7;28;27;174;1
24;труда (технологии);163.84;161.23;150.53;100;11;1;9;14;14;98;2
25;музыки и пения;60.39;57.56;50.64;32;3;1;2;10;9;29;5
26;изобразительного искусства, черчения;52.48;50.77;48.82;31;3;1;2;5;5;29;2
27;основ безопасности и защиты Родины;59.66;57.51;54.52;36;6;2;4;2;1;41;6
28;основ духовно-нравственной культуры народов России;15.05;14.83;14.33;1;1;;1;;;2;1
29;прочих предметов;375.05;362.61;343.87;25;3;;1;7;7;22;1
30;учителя-логопеды;174.17;160.9;156.4;108;10;1;6;12;11;105;16
31;учителя-дефектологи;92.8;78.55;70.98;41;10;;9;6;6;43;17
32;из них:                      олигофренопедагог;20.6;19.1;15.9;12;;;;;;11;2
33;тифлопедагог;;;;;;;;;;;
34;сурдопедагог;1.05;1.05;1.05;1;;;;;;1;
35;социальные педагоги;123.63;115.95;111.95;91;15;3;10;16;16;89;10
36;педагоги дополнительного образования;452.97;420.71;370.88;108;33;5;16;22;18;119;27
37;педагоги-психологи;182.1;159.92;153.8;112;19;3;12;18;17;110;24
38;воспитатели;660.09;621.04;603.11;459;70;31;21;117;97;411;36
39;мастера производственного обучения;;;;1;;;;;;;
40;тьюторы;61.5;51.25;48.5;27;10;4;6;3;3;34;11
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;36.5;34.5;32.5;10;15;5;7;4;4;28;4
42;другие;337.3;312;293.8;152;27;6;15;34;31;146;25
43;учебно-вспомогательный персонал;899.84;853.18;814.98;640;91;34;13;128;95;628;26
44;иной персонал;3436.45;3236.13;3052.33;2373;472;126;15;520;494;2288;124
45;из них:             ассистент (помощник);1.5;0.5;;15;2;2;;3;3;;1
46;сурдопереводчик;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;452.22;417.62;406.37;353;38;18;9;64;62;348;35
49;из них воспитатели;342.7;321.6;315.6;300;30;15;6;51;49;291;22
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;44.15;43.3;37.3;27;;;;2;1;37;
51;из них учителя;43.48;42.63;36.88;25;;;;1;;36;
;;;;;;;;;;;;
;;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам;Данные графы 12 по строкам 01–48 равны данным графы 3 подраздела 3.1 по соответствующим строкам
