;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);7163;251;106;100;513;645;701;844;840;1038;867;952;190;72;44
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);7141;251;106;100;511;645;701;841;837;1035;864;944;190;72;44
3;в том числе (из строки 02) обучались:       очно;7133;251;106;99;511;644;700;840;836;1035;863;942;190;72;44
4;очно-заочно;8;;;1;;1;1;1;1;;1;2;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;4992;219;;;325;449;489;608;629;755;677;841;;;
7;10 лет;477;;32;34;50;73;46;64;47;35;9;25;62;;
8;11 лет;157;;8;8;4;2;12;10;11;10;;7;61;24;
9;12 лет;687;32;;;43;49;61;71;66;108;139;30;40;28;20
10;13 лет;828;;66;58;89;72;93;88;84;127;39;41;27;20;24
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);22;;;;2;;;3;3;3;3;8;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;19;;;;;;;3;3;3;2;8;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;3;;;;2;;;;;;1;;;;
17;Из строки 11 – обучались:       в форме семейного образования;22;;;;2;;;3;3;3;3;8;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
